date,store_id,sku_id,sales_units,unit_price,is_promotion,is_weekend,lead_time_days,is_stockout_day,dayofweek,month,dayofyear,lag_1d,lag_7d,lag_14d,rolling_mean_7d,rolling_std_7d
2025-05-15,Store-Central-02,SKU-BEVERAGE-02,112,55.65,0,0,7,0,3,5,135,113.0,100.0,116.0,134.71428571428572,27.00440881111988
2025-05-16,Store-Central-02,SKU-BEVERAGE-02,116,55.65,0,0,7,0,4,5,136,112.0,129.0,132.0,136.42857142857142,24.717450939617066
2025-05-17,Store-Central-02,SKU-BEVERAGE-02,0,55.65,0,1,7,1,5,5,137,116.0,165.0,179.0,134.57142857142858,25.831873998719253
2025-05-18,Store-Central-02,SKU-BEVERAGE-02,158,55.65,0,1,7,0,6,5,138,0.0,176.0,167.0,111.0,53.693575034634854
2025-05-19,Store-Central-02,SKU-BEVERAGE-02,119,55.65,0,0,7,0,0,5,139,158.0,130.0,122.0,108.42857142857143,50.39132578416324
2025-05-20,Store-Central-02,SKU-BEVERAGE-02,126,55.65,0,0,7,0,1,5,140,119.0,130.0,139.0,106.85714285714286,49.77425228445074
2025-05-21,Store-Central-02,SKU-BEVERAGE-02,129,55.65,0,0,7,0,2,5,141,126.0,113.0,119.0,106.28571428571429,49.48640987083949
2025-05-22,Store-Central-02,SKU-BEVERAGE-02,96,55.65,0,0,7,0,3,5,142,129.0,112.0,100.0,108.57142857142857,50.212405979853976
2025-05-23,Store-Central-02,SKU-BEVERAGE-02,124,55.65,0,0,7,0,4,5,143,96.0,116.0,129.0,106.28571428571429,50.39416065945922
2025-05-24,Store-Central-02,SKU-BEVERAGE-02,138,55.65,0,1,7,0,5,5,144,124.0,0.0,165.0,107.42857142857143,50.74070405127433
2025-05-25,Store-Central-02,SKU-BEVERAGE-02,169,55.65,0,1,7,0,6,5,145,138.0,158.0,176.0,127.14285714285714,18.800962488026357
2025-05-26,Store-Central-02,SKU-BEVERAGE-02,118,55.65,0,0,7,0,0,5,146,169.0,119.0,130.0,128.71428571428572,21.99783539134584
2025-05-27,Store-Central-02,SKU-BEVERAGE-02,110,55.65,0,0,7,0,1,5,147,118.0,126.0,130.0,128.57142857142858,22.07454901658695
2025-05-28,Store-Central-02,SKU-BEVERAGE-02,132,55.65,0,0,7,0,2,5,148,110.0,129.0,113.0,126.28571428571429,23.185586655752562
2025-05-29,Store-Central-02,SKU-BEVERAGE-02,130,55.65,0,0,7,0,3,5,149,132.0,96.0,112.0,126.71428571428571,23.27168727384011
2025-05-30,Store-Central-02,SKU-BEVERAGE-02,115,55.65,0,0,7,0,4,5,150,130.0,124.0,116.0,131.57142857142858,18.937239704324305
2025-05-31,Store-Central-02,SKU-BEVERAGE-02,0,55.65,0,1,7,1,5,5,151,115.0,138.0,0.0,130.28571428571428,19.82182539285294
2025-06-01,Store-Central-02,SKU-BEVERAGE-02,283,47.3,1,1,7,0,6,6,152,0.0,169.0,158.0,110.57142857142857,52.522557512168156
2025-06-02,Store-Central-02,SKU-BEVERAGE-02,105,55.65,0,0,7,0,0,6,153,283.0,118.0,119.0,126.85714285714286,82.67693868592482
2025-06-03,Store-Central-02,SKU-BEVERAGE-02,224,47.3,1,0,7,0,1,6,154,105.0,110.0,126.0,125.0,83.05419917138435
2025-06-04,Store-Central-02,SKU-BEVERAGE-02,198,47.3,1,0,7,0,2,6,155,224.0,132.0,129.0,141.28571428571428,90.46862123726342
2025-06-05,Store-Central-02,SKU-BEVERAGE-02,117,55.65,0,0,7,0,3,6,156,198.0,130.0,96.0,150.71428571428572,92.7500481324481
2025-06-06,Store-Central-02,SKU-BEVERAGE-02,121,55.65,0,0,7,0,4,6,157,117.0,115.0,124.0,148.85714285714286,93.36207040589984
2025-06-07,Store-Central-02,SKU-BEVERAGE-02,140,55.65,0,1,7,0,5,6,158,121.0,0.0,138.0,149.71428571428572,93.0263659502228
2025-06-08,Store-Central-02,SKU-BEVERAGE-02,165,55.65,0,1,7,0,6,6,159,140.0,283.0,169.0,169.71428571428572,66.83740042250395
2025-06-09,Store-Central-02,SKU-BEVERAGE-02,105,55.65,0,0,7,0,0,6,160,165.0,105.0,118.0,152.85714285714286,44.726683204505626
2025-06-10,Store-Central-02,SKU-BEVERAGE-02,143,55.65,0,0,7,0,1,6,161,105.0,224.0,110.0,152.85714285714286,44.726683204505626
2025-06-11,Store-Central-02,SKU-BEVERAGE-02,131,55.65,0,0,7,0,2,6,162,143.0,198.0,132.0,141.28571428571428,31.888944195516462
2025-06-12,Store-Central-02,SKU-BEVERAGE-02,129,55.65,0,0,7,0,3,6,163,131.0,117.0,130.0,131.71428571428572,19.78816385042882
2025-06-13,Store-Central-02,SKU-BEVERAGE-02,113,55.65,0,0,7,0,4,6,164,129.0,121.0,115.0,133.42857142857142,18.79589620863304
2025-06-14,Store-Central-02,SKU-BEVERAGE-02,143,55.65,0,1,7,0,5,6,165,113.0,140.0,0.0,132.28571428571428,19.888977564757283
2025-06-15,Store-Central-02,SKU-BEVERAGE-02,144,55.65,0,1,7,0,6,6,166,143.0,165.0,283.0,132.71428571428572,20.113961036340385
2025-06-16,Store-Central-02,SKU-BEVERAGE-02,116,55.65,0,0,7,0,0,6,167,144.0,105.0,105.0,129.71428571428572,15.542568274626154
2025-06-17,Store-Central-02,SKU-BEVERAGE-02,112,55.65,0,0,7,0,1,6,168,116.0,143.0,224.0,131.28571428571428,12.970662868106782
2025-06-18,Store-Central-02,SKU-BEVERAGE-02,136,55.65,0,0,7,0,2,6,169,112.0,131.0,198.0,126.85714285714286,13.582201238244627
2025-06-19,Store-Central-02,SKU-BEVERAGE-02,121,55.65,0,0,7,0,3,6,170,136.0,129.0,117.0,127.57142857142857,13.96253490424877
2025-06-20,Store-Central-02,SKU-BEVERAGE-02,124,55.65,0,0,7,0,4,6,171,121.0,113.0,121.0,126.42857142857143,14.15223354406283
2025-06-21,Store-Central-02,SKU-BEVERAGE-02,158,55.65,0,1,7,0,5,6,172,124.0,143.0,140.0,128.0,12.974333637351789
2025-06-22,Store-Central-02,SKU-BEVERAGE-02,165,55.65,0,1,7,0,6,6,173,158.0,144.0,165.0,130.14285714285714,16.597475424780054
2025-06-23,Store-Central-02,SKU-BEVERAGE-02,110,55.65,0,0,7,0,0,6,174,165.0,116.0,105.0,133.14285714285714,20.868066285024625
2025-06-24,Store-Central-02,SKU-BEVERAGE-02,110,55.65,0,0,7,0,1,6,175,110.0,112.0,143.0,132.28571428571428,21.792309696421622
2025-06-25,Store-Central-02,SKU-BEVERAGE-02,123,55.65,0,0,7,0,2,6,176,110.0,136.0,131.0,132.0,22.113344387495747
2025-06-26,Store-Central-02,SKU-BEVERAGE-02,121,55.65,0,0,7,0,3,6,177,123.0,121.0,129.0,130.14285714285714,22.26678072397335
2025-06-27,Store-Central-02,SKU-BEVERAGE-02,104,55.65,0,0,7,0,4,6,178,121.0,124.0,113.0,130.14285714285714,22.26678072397335
2025-06-28,Store-Central-02,SKU-BEVERAGE-02,126,55.65,0,1,7,0,5,6,179,104.0,158.0,143.0,127.28571428571429,24.3701613023949
2025-06-29,Store-Central-02,SKU-BEVERAGE-02,0,55.65,0,1,7,1,6,6,180,126.0,165.0,144.0,122.71428571428571,20.31185438534372
2025-06-30,Store-Central-02,SKU-BEVERAGE-02,106,55.65,0,0,7,0,0,6,181,0.0,110.0,116.0,99.14285714285714,44.4538283744247
2025-07-01,Store-Central-02,SKU-BEVERAGE-02,132,55.65,0,0,7,0,1,7,182,106.0,110.0,112.0,98.57142857142857,44.316502354679685
2025-07-02,Store-Central-02,SKU-BEVERAGE-02,114,55.65,0,0,7,0,2,7,183,132.0,123.0,136.0,101.71428571428571,46.00983331750632
2025-07-03,Store-Central-02,SKU-BEVERAGE-02,121,55.65,0,0,7,0,3,7,184,114.0,121.0,121.0,100.42857142857143,45.43807926859364
2025-07-04,Store-Central-02,SKU-BEVERAGE-02,88,55.65,0,0,7,0,4,7,185,121.0,104.0,124.0,100.42857142857143,45.43807926859364
2025-07-05,Store-Central-02,SKU-BEVERAGE-02,142,55.65,0,1,7,0,5,7,186,88.0,126.0,158.0,98.14285714285714,45.63050358195497
2025-07-06,Store-Central-02,SKU-BEVERAGE-02,274,47.3,1,1,7,0,6,7,187,142.0,0.0,165.0,100.42857142857143,47.61602371351125
2025-07-07,Store-Central-02,SKU-BEVERAGE-02,99,55.65,0,0,7,0,0,7,188,274.0,106.0,110.0,139.57142857142858,61.80576333120061
2025-07-08,Store-Central-02,SKU-BEVERAGE-02,103,55.65,0,0,7,0,1,7,189,99.0,132.0,110.0,138.57142857142858,62.49228523814531
2025-07-09,Store-Central-02,SKU-BEVERAGE-02,205,47.3,1,0,7,0,2,7,190,103.0,114.0,123.0,134.42857142857142,63.94491677179958
2025-07-10,Store-Central-02,SKU-BEVERAGE-02,84,55.65,0,0,7,0,3,7,191,205.0,121.0,121.0,147.42857142857142,68.20766609616346
2025-07-11,Store-Central-02,SKU-BEVERAGE-02,101,55.65,0,0,7,0,4,7,192,84.0,88.0,104.0,142.14285714285714,71.92919799225854
2025-07-12,Store-Central-02,SKU-BEVERAGE-02,132,55.65,0,1,7,0,5,7,193,101.0,142.0,126.0,144.0,70.45092854841121
2025-07-13,Store-Central-02,SKU-BEVERAGE-02,144,55.65,0,1,7,0,6,7,194,132.0,274.0,0.0,142.57142857142858,70.59947389524741
2025-07-14,Store-Central-02,SKU-BEVERAGE-02,95,55.65,0,0,7,0,0,7,195,144.0,99.0,106.0,124.0,41.271459064749756
2025-07-15,Store-Central-02,SKU-BEVERAGE-02,100,55.65,0,0,7,0,1,7,196,95.0,103.0,132.0,123.42857142857143,41.70074796634182
2025-07-16,Store-Central-02,SKU-BEVERAGE-02,111,55.65,0,0,7,0,2,7,197,100.0,205.0,114.0,123.0,41.960298696108524
2025-07-17,Store-Central-02,SKU-BEVERAGE-02,102,55.65,0,0,7,0,3,7,198,111.0,84.0,121.0,109.57142857142857,21.298334386026735
2025-07-18,Store-Central-02,SKU-BEVERAGE-02,109,55.65,0,0,7,0,4,7,199,102.0,101.0,88.0,112.14285714285714,18.61387091596359
2025-07-19,Store-Central-02,SKU-BEVERAGE-02,126,55.65,0,1,7,0,5,7,200,109.0,132.0,142.0,113.28571428571429,18.052832517495098
2025-07-20,Store-Central-02,SKU-BEVERAGE-02,143,55.65,0,1,7,0,6,7,201,126.0,144.0,274.0,112.42857142857143,17.13531580155478
2025-07-21,Store-Central-02,SKU-BEVERAGE-02,92,55.65,0,0,7,0,0,7,202,143.0,95.0,99.0,112.28571428571429,16.829678999852025
2025-07-22,Store-Central-02,SKU-BEVERAGE-02,87,55.65,0,0,7,0,1,7,203,92.0,100.0,103.0,111.85714285714286,17.372665996026292
2025-07-23,Store-Central-02,SKU-BEVERAGE-02,96,55.65,0,0,7,0,2,7,204,87.0,111.0,205.0,110.0,19.42506971244364
2025-07-24,Store-Central-02,SKU-BEVERAGE-02,174,47.3,1,0,7,0,3,7,205,96.0,102.0,84.0,107.85714285714286,20.111593434537937
2025-07-25,Store-Central-02,SKU-BEVERAGE-02,97,55.65,0,0,7,0,4,7,206,174.0,109.0,101.0,118.14285714285714,31.693472363819073
2025-07-26,Store-Central-02,SKU-BEVERAGE-02,135,55.65,0,1,7,0,5,7,207,97.0,126.0,132.0,116.42857142857143,32.58249603113638
2025-07-27,Store-Central-02,SKU-BEVERAGE-02,148,55.65,0,1,7,0,6,7,208,135.0,143.0,144.0,117.71428571428571,33.19495084956045
2025-07-28,Store-Central-02,SKU-BEVERAGE-02,87,55.65,0,0,7,0,0,7,209,148.0,92.0,95.0,118.42857142857143,33.876526498728005
2025-07-29,Store-Central-02,SKU-BEVERAGE-02,111,55.65,0,0,7,0,1,7,210,87.0,87.0,100.0,117.71428571428571,34.57221565416465
2025-07-30,Store-Central-02,SKU-BEVERAGE-02,97,55.65,0,0,7,0,2,7,211,111.0,96.0,111.0,121.14285714285714,32.121792039198255
2025-07-31,Store-Central-02,SKU-BEVERAGE-02,156,47.3,1,0,7,0,3,7,212,97.0,174.0,102.0,121.28571428571429,31.993302870622866
2025-08-01,Store-Central-02,SKU-BEVERAGE-02,103,55.65,0,0,7,0,4,8,213,156.0,97.0,109.0,118.71428571428571,27.451255500821855
2025-08-02,Store-Central-02,SKU-BEVERAGE-02,130,55.65,0,1,7,0,5,8,214,103.0,135.0,126.0,119.57142857142857,26.74482593485493
2025-08-03,Store-Central-02,SKU-BEVERAGE-02,129,55.65,0,1,7,0,6,8,215,130.0,148.0,143.0,118.85714285714286,26.327606369414422
2025-08-04,Store-Central-02,SKU-BEVERAGE-02,104,55.65,0,0,7,0,0,8,216,129.0,87.0,92.0,116.14285714285714,23.66733734797447
2025-08-05,Store-Central-02,SKU-BEVERAGE-02,86,55.65,0,0,7,0,1,8,217,104.0,111.0,87.0,118.57142857142857,20.887453513669097
2025-08-06,Store-Central-02,SKU-BEVERAGE-02,92,55.65,0,0,7,0,2,8,218,86.0,97.0,96.0,115.0,24.262453846769812
2025-08-07,Store-Central-02,SKU-BEVERAGE-02,84,55.65,0,0,7,0,3,8,219,92.0,156.0,174.0,114.28571428571429,24.94470074460832
2025-08-08,Store-Central-02,SKU-BEVERAGE-02,69,55.65,0,0,7,0,4,8,220,84.0,103.0,97.0,104.0,19.01753576746001
2025-08-09,Store-Central-02,SKU-BEVERAGE-02,131,55.65,0,1,7,0,5,8,221,69.0,130.0,135.0,99.14285714285714,23.197906309466912
2025-08-10,Store-Central-02,SKU-BEVERAGE-02,116,55.65,0,1,7,0,6,8,222,131.0,129.0,148.0,99.28571428571429,23.42160175076368
2025-08-11,Store-Central-02,SKU-BEVERAGE-02,91,55.65,0,0,7,0,0,8,223,116.0,104.0,87.0,97.42857142857143,21.070177525410795
2025-08-12,Store-Central-02,SKU-BEVERAGE-02,89,55.65,0,0,7,0,1,8,224,91.0,86.0,111.0,95.57142857142857,20.967094400965298
2025-08-13,Store-Central-02,SKU-BEVERAGE-02,179,47.3,1,0,7,0,2,8,225,89.0,92.0,97.0,96.0,20.76856599125892
2025-08-14,Store-Central-02,SKU-BEVERAGE-02,76,55.65,0,0,7,0,3,8,226,179.0,84.0,156.0,108.42857142857143,37.37136668117728
2025-08-15,Store-Central-02,SKU-BEVERAGE-02,97,55.65,0,0,7,0,4,8,227,76.0,69.0,103.0,107.28571428571429,38.352376222402704
2025-08-16,Store-Central-02,SKU-BEVERAGE-02,106,55.65,0,1,7,0,5,8,228,97.0,131.0,130.0,111.28571428571429,35.00816231354329
2025-08-17,Store-Central-02,SKU-BEVERAGE-02,123,55.65,0,1,7,0,6,8,229,106.0,116.0,129.0,107.71428571428571,33.920074123907625
2025-08-18,Store-Central-02,SKU-BEVERAGE-02,75,55.65,0,0,7,0,0,8,230,123.0,91.0,104.0,108.71428571428571,34.30604555912445
2025-08-19,Store-Central-02,SKU-BEVERAGE-02,92,55.65,0,0,7,0,1,8,231,75.0,89.0,86.0,106.42857142857143,36.165624299220084
2025-08-20,Store-Central-02,SKU-BEVERAGE-02,81,55.65,0,0,7,0,2,8,232,92.0,179.0,92.0,106.85714285714286,35.94175181887329
2025-08-21,Store-Central-02,SKU-BEVERAGE-02,93,55.65,0,0,7,0,3,8,233,81.0,76.0,84.0,92.85714285714286,17.52549163769157
2025-08-22,Store-Central-02,SKU-BEVERAGE-02,93,55.65,0,0,7,0,4,8,234,93.0,97.0,69.0,95.28571428571429,15.90297965491703
2025-08-23,Store-Central-02,SKU-BEVERAGE-02,111,55.65,0,1,7,0,5,8,235,93.0,106.0,131.0,94.71428571428571,15.902979654917006
2025-08-24,Store-Central-02,SKU-BEVERAGE-02,92,55.65,0,1,7,0,6,8,236,111.0,123.0,116.0,95.42857142857143,16.591736325220985
2025-08-25,Store-Central-02,SKU-BEVERAGE-02,80,55.65,0,0,7,0,0,8,237,92.0,75.0,91.0,91.0,11.29896750444943
2025-08-26,Store-Central-02,SKU-BEVERAGE-02,79,55.65,0,0,7,0,1,8,238,80.0,92.0,89.0,91.71428571428571,10.226017238953151
2025-08-27,Store-Central-02,SKU-BEVERAGE-02,100,55.65,0,0,7,0,2,8,239,79.0,81.0,179.0,89.85714285714286,11.290535437973105
2025-08-28,Store-Central-02,SKU-BEVERAGE-02,86,55.65,0,0,7,0,3,8,240,100.0,93.0,76.0,92.57142857142857,11.088389466118176
2025-08-29,Store-Central-02,SKU-BEVERAGE-02,82,55.65,0,0,7,0,4,8,241,86.0,93.0,97.0,91.57142857142857,11.355720186422314
2025-08-30,Store-Central-02,SKU-BEVERAGE-02,114,55.65,0,1,7,0,5,8,242,82.0,111.0,106.0,90.0,11.874342087035233
2025-08-31,Store-Central-02,SKU-BEVERAGE-02,95,55.65,0,1,7,0,6,8,243,114.0,92.0,123.0,90.42857142857143,12.778329870748022
2025-09-01,Store-Central-02,SKU-BEVERAGE-02,96,55.65,0,0,7,0,0,9,244,95.0,80.0,75.0,90.85714285714286,12.889641466805607
2025-09-02,Store-Central-02,SKU-BEVERAGE-02,75,55.65,0,0,7,0,1,9,245,96.0,79.0,92.0,93.14285714285714,12.033682886359616
2025-09-03,Store-Central-02,SKU-BEVERAGE-02,91,55.65,0,0,7,0,2,9,246,75.0,100.0,81.0,92.57142857142857,12.882250616733113
2025-09-04,Store-Central-02,SKU-BEVERAGE-02,90,55.65,0,0,7,0,3,9,247,91.0,86.0,93.0,91.28571428571429,12.459458063576973
2025-09-05,Store-Central-02,SKU-BEVERAGE-02,68,55.65,0,0,7,0,4,9,248,90.0,82.0,93.0,91.85714285714286,12.266873704254449
2025-09-06,Store-Central-02,SKU-BEVERAGE-02,116,55.65,0,1,7,0,5,9,249,68.0,114.0,111.0,89.85714285714286,14.982529508601896
2025-09-07,Store-Central-02,SKU-BEVERAGE-02,109,55.65,0,1,7,0,6,9,250,116.0,95.0,92.0,90.14285714285714,15.528775133370745
2025-09-08,Store-Central-02,SKU-BEVERAGE-02,76,55.65,0,0,7,0,0,9,251,109.0,96.0,80.0,92.14285714285714,17.08243319347285
2025-09-09,Store-Central-02,SKU-BEVERAGE-02,77,55.65,0,0,7,0,1,9,252,76.0,75.0,79.0,89.28571428571429,17.978823522078148
2025-09-10,Store-Central-02,SKU-BEVERAGE-02,82,55.65,0,0,7,0,2,9,253,77.0,91.0,100.0,89.57142857142857,17.728105208556553
2025-09-11,Store-Central-02,SKU-BEVERAGE-02,80,55.65,0,0,7,0,3,9,254,82.0,90.0,86.0,88.28571428571429,17.932412792799592
2025-09-12,Store-Central-02,SKU-BEVERAGE-02,146,47.3,1,0,7,0,4,9,255,80.0,68.0,82.0,86.85714285714286,18.16983371257946
2025-09-13,Store-Central-02,SKU-BEVERAGE-02,104,55.65,0,1,7,0,5,9,256,146.0,116.0,114.0,98.0,26.6270539113877
2025-09-14,Store-Central-02,SKU-BEVERAGE-02,101,55.65,0,1,7,0,6,9,257,104.0,109.0,95.0,96.28571428571429,25.643155589189355
2025-09-15,Store-Central-02,SKU-BEVERAGE-02,69,55.65,0,0,7,0,0,9,258,101.0,76.0,96.0,95.14285714285714,25.15570559156445
2025-09-16,Store-Central-02,SKU-BEVERAGE-02,71,55.65,0,0,7,0,1,9,259,69.0,77.0,75.0,94.14285714285714,26.162495876275496
2025-09-17,Store-Central-02,SKU-BEVERAGE-02,71,55.65,0,0,7,0,2,9,260,71.0,82.0,91.0,93.28571428571429,26.905478287975154
2025-09-18,Store-Central-02,SKU-BEVERAGE-02,84,55.65,0,0,7,0,3,9,261,71.0,80.0,90.0,91.71428571428571,27.974478164415633
2025-09-19,Store-Central-02,SKU-BEVERAGE-02,59,55.65,0,0,7,0,4,9,262,84.0,146.0,68.0,92.28571428571429,27.7351418824212
2025-09-20,Store-Central-02,SKU-BEVERAGE-02,204,47.3,1,1,7,0,5,9,263,59.0,104.0,116.0,79.85714285714286,17.111677995142553
2025-09-21,Store-Central-02,SKU-BEVERAGE-02,69,55.65,0,1,7,0,6,9,264,204.0,101.0,109.0,94.14285714285714,50.260748672724716
2025-09-22,Store-Central-02,SKU-BEVERAGE-02,83,55.65,0,0,7,0,0,9,265,69.0,69.0,76.0,89.57142857142857,50.98319050712352
2025-09-23,Store-Central-02,SKU-BEVERAGE-02,73,55.65,0,0,7,0,1,9,266,83.0,71.0,77.0,91.57142857142857,50.3118844239177
2025-09-24,Store-Central-02,SKU-BEVERAGE-02,87,55.65,0,0,7,0,2,9,267,73.0,71.0,82.0,91.85714285714286,50.18110059716503
2025-09-25,Store-Central-02,SKU-BEVERAGE-02,63,55.65,0,0,7,0,3,9,268,87.0,84.0,80.0,94.14285714285714,49.431530327070924
2025-09-26,Store-Central-02,SKU-BEVERAGE-02,67,55.65,0,0,7,0,4,9,269,63.0,59.0,146.0,91.14285714285714,50.76885059242653
2025-09-27,Store-Central-02,SKU-BEVERAGE-02,88,55.65,0,1,7,0,5,9,270,67.0,204.0,104.0,92.28571428571429,50.009046800601
2025-09-28,Store-Central-02,SKU-BEVERAGE-02,95,55.65,0,1,7,0,6,9,271,88.0,69.0,101.0,75.71428571428571,10.177004891978074
2025-09-29,Store-Central-02,SKU-BEVERAGE-02,74,55.65,0,0,7,0,0,9,272,95.0,83.0,69.0,79.42857142857143,11.91437706941924
2025-09-30,Store-Central-02,SKU-BEVERAGE-02,73,55.65,0,0,7,0,1,9,273,74.0,73.0,71.0,78.14285714285714,11.950293879626733
2025-10-01,Store-Central-02,SKU-BEVERAGE-02,66,55.65,0,0,7,0,2,10,274,73.0,87.0,71.0,78.14285714285714,11.950293879626733
2025-10-02,Store-Central-02,SKU-BEVERAGE-02,79,55.65,0,0,7,0,3,10,275,66.0,63.0,84.0,75.14285714285714,11.99206086581619
2025-10-03,Store-Central-02,SKU-BEVERAGE-02,58,55.65,0,0,7,0,4,10,276,79.0,67.0,59.0,77.42857142857143,10.752629800145032
2025-10-04,Store-Central-02,SKU-BEVERAGE-02,97,55.65,0,1,7,0,5,10,277,58.0,88.0,204.0,76.14285714285714,12.588732679507821
2025-10-05,Store-Central-02,SKU-BEVERAGE-02,81,55.65,0,1,7,0,6,10,278,97.0,95.0,69.0,77.42857142857143,14.339422848182103
2025-10-06,Store-Central-02,SKU-BEVERAGE-02,70,55.65,0,0,7,0,0,10,279,81.0,74.0,83.0,75.42857142857143,12.313368654392036
2025-10-07,Store-Central-02,SKU-BEVERAGE-02,63,55.65,0,0,7,0,1,10,280,70.0,73.0,73.0,74.85714285714286,12.482368517610741
2025-10-08,Store-Central-02,SKU-BEVERAGE-02,63,55.65,0,0,7,0,2,10,281,63.0,66.0,87.0,73.42857142857143,13.277263057032062
2025-10-09,Store-Central-02,SKU-BEVERAGE-02,116,47.3,1,0,7,0,3,10,282,63.0,79.0,63.0,73.0,13.601470508732264
2025-10-10,Store-Central-02,SKU-BEVERAGE-02,150,47.3,1,0,7,0,4,10,283,116.0,58.0,67.0,78.28571428571429,21.320680771761232
2025-10-11,Store-Central-02,SKU-BEVERAGE-02,98,55.65,0,1,7,0,5,10,284,150.0,97.0,88.0,91.42857142857143,32.27412349884945
2025-10-12,Store-Central-02,SKU-BEVERAGE-02,106,55.65,0,1,7,0,6,10,285,98.0,81.0,95.0,91.57142857142857,32.30509321483203
2025-10-13,Store-Central-02,SKU-BEVERAGE-02,63,55.65,0,0,7,0,0,10,286,106.0,70.0,74.0,95.14285714285714,32.32351348182105
2025-10-14,Store-Central-02,SKU-BEVERAGE-02,86,55.65,0,0,7,0,1,10,287,63.0,63.0,73.0,94.14285714285714,33.32380816287557
2025-10-15,Store-Central-02,SKU-BEVERAGE-02,80,55.65,0,0,7,0,2,10,288,86.0,63.0,66.0,97.42857142857143,30.778006990149002
2025-10-16,Store-Central-02,SKU-BEVERAGE-02,75,55.65,0,0,7,0,3,10,289,80.0,116.0,79.0,99.85714285714286,28.168709421557466
2025-10-17,Store-Central-02,SKU-BEVERAGE-02,97,55.65,0,0,7,0,4,10,290,75.0,150.0,58.0,94.0,28.513154858765485
2025-10-18,Store-Central-02,SKU-BEVERAGE-02,88,55.65,0,1,7,0,5,10,291,97.0,98.0,97.0,86.42857142857143,14.99841261441731
2025-10-19,Store-Central-02,SKU-BEVERAGE-02,86,55.65,0,1,7,0,6,10,292,88.0,106.0,81.0,85.0,14.165686240581357
2025-10-20,Store-Central-02,SKU-BEVERAGE-02,51,55.65,0,0,7,0,0,10,293,86.0,63.0,70.0,82.14285714285714,10.854009572938892
2025-10-21,Store-Central-02,SKU-BEVERAGE-02,61,55.65,0,0,7,0,1,10,294,51.0,86.0,63.0,80.42857142857143,14.661254412645048
2025-10-22,Store-Central-02,SKU-BEVERAGE-02,72,55.65,0,0,7,0,2,10,295,61.0,80.0,63.0,76.85714285714286,16.056448044615653
2025-10-23,Store-Central-02,SKU-BEVERAGE-02,0,55.65,0,0,7,1,3,10,296,72.0,75.0,116.0,75.71428571428571,16.080156360289067
2025-10-24,Store-Central-02,SKU-BEVERAGE-02,70,55.65,0,0,7,0,4,10,297,0.0,97.0,150.0,65.0,32.86335345030847
2025-10-25,Store-Central-02,SKU-BEVERAGE-02,87,55.65,0,1,7,0,5,10,298,70.0,88.0,98.0,61.142857142857146,29.935645260170254
2025-10-26,Store-Central-02,SKU-BEVERAGE-02,156,47.3,1,1,7,0,6,10,299,87.0,86.0,106.0,61.0,29.788140816996787
2025-10-27,Store-Central-02,SKU-BEVERAGE-02,62,55.65,0,0,7,0,0,10,300,156.0,51.0,63.0,71.0,46.590413892415434
2025-10-28,Store-Central-02,SKU-BEVERAGE-02,56,55.65,0,0,7,0,1,10,301,62.0,61.0,86.0,72.57142857142857,45.98498719820372
2025-10-29,Store-Central-02,SKU-BEVERAGE-02,0,55.65,0,0,7,1,2,10,302,56.0,72.0,80.0,71.85714285714286,46.23284752723006
2025-10-30,Store-Central-02,SKU-BEVERAGE-02,76,55.65,0,0,7,0,3,10,303,0.0,0.0,75.0,61.57142857142857,53.61547395686198
2025-10-31,Store-Central-02,SKU-BEVERAGE-02,66,55.65,0,0,7,0,4,10,304,76.0,70.0,97.0,72.42857142857143,46.25961933427785
2025-11-01,Store-Central-02,SKU-BEVERAGE-02,96,55.65,0,1,7,0,5,11,305,66.0,87.0,88.0,71.85714285714286,46.31928529755292
2025-11-02,Store-Central-02,SKU-BEVERAGE-02,89,55.65,0,1,7,0,6,11,306,96.0,156.0,86.0,73.14285714285714,46.930546454053825
2025-11-03,Store-Central-02,SKU-BEVERAGE-02,112,47.3,1,0,7,0,0,11,307,89.0,62.0,51.0,63.57142857142857,31.516435621523172
2025-11-04,Store-Central-02,SKU-BEVERAGE-02,65,55.65,0,0,7,0,1,11,308,112.0,56.0,61.0,70.71428571428571,36.3900823747076
2025-11-05,Store-Central-02,SKU-BEVERAGE-02,60,55.65,0,0,7,0,2,11,309,65.0,0.0,72.0,72.0,35.93976442141181
2025-11-06,Store-Central-02,SKU-BEVERAGE-02,72,55.65,0,0,7,0,3,11,310,60.0,76.0,0.0,80.57142857142857,19.12988188547707
2025-11-07,Store-Central-02,SKU-BEVERAGE-02,66,55.65,0,0,7,0,4,11,311,72.0,66.0,70.0,80.0,19.347695814573253
2025-11-08,Store-Central-02,SKU-BEVERAGE-02,93,55.65,0,1,7,0,5,11,312,66.0,96.0,87.0,80.0,19.347695814573253
2025-11-09,Store-Central-02,SKU-BEVERAGE-02,105,55.65,0,1,7,0,6,11,313,93.0,89.0,156.0,79.57142857142857,18.963624327089192
2025-11-10,Store-Central-02,SKU-BEVERAGE-02,66,55.65,0,0,7,0,0,11,314,105.0,112.0,62.0,81.85714285714286,21.12998321050244
2025-11-11,Store-Central-02,SKU-BEVERAGE-02,71,55.65,0,0,7,0,1,11,315,66.0,65.0,56.0,75.28571428571429,16.92842073470955
